symbol,total_candles,avg_volume,avg_volume_usd,volatility,max_change,min_change,price_range,start_price,end_price,total_volume,total_volume_usd
AIOTUSDT,168,2423256.363095238,80500.1070182143,1.7149217218217419,7.39,-6.21,0.014000000000000002,0.0332,0.03352,407107069.0,13524017.979060002
HAEDALUSDT,168,1161825.5476190476,31109.62197369048,0.7449006857635343,2.34,-2.09,0.0036900000000000023,0.02642,0.02875,195186692.0,5226416.49158
SXTUSDT,168,2767420.839285714,63663.74041452381,0.7408280895038267,2.03,-2.49,0.0032200000000000006,0.0232,0.02227,464926701.0,10695508.38964
DOLOUSDT,168,4824079.767857143,171534.01324529765,1.0252547723179937,3.8,-3.09,0.0064600000000000005,0.03392,0.03515,810445401.0,28817714.225210004
ASRUSDT,168,70522.55535714286,100779.64551547618,0.9621198140777497,4.65,-3.05,0.256,1.338,1.461,11847789.3,16930980.446599998
B2USDT,168,135542.95238095237,95470.0676857143,1.37094060936478,5.63,-8.18,0.13239999999999996,0.6817,0.6986,22771216.0,16038971.3712
ALPINEUSDT,168,127078.13095238095,54250.18478333334,0.7628248769166391,3.49,-2.04,0.053300000000000014,0.4137,0.4423,21349126.0,9114031.0436
DOODUSDT,168,21824049.68452381,81933.4123385625,0.899442814566452,3.48,-3.95,0.0007449999999999996,0.003802,0.003787,3666440347.0,13764813.2728785
OGUSDT,168,166143.68095238094,759247.1481095238,1.8307094113919948,7.81,-9.49,1.6909999999999998,3.59,5.01,27912138.4,127553520.88239999
SYRUPUSDT,168,1081896.142857143,297115.52724988095,0.9590740532591921,3.37,-2.44,0.03203,0.27288,0.27576,181758552.0,49915408.57798
ZKJUSDT,168,1932843.7220238093,48386.135877892855,1.3347163503743624,12.12,-3.65,0.0072499999999999995,0.02435,0.02618,324717745.29999995,8128870.827486
SKYAIUSDT,168,2153315.660714286,78341.06208279762,1.2716477243500246,5.43,-4.03,0.008829999999999998,0.03232,0.03983,361757031.0,13161298.42991
NXPCUSDT,168,657077.1369047619,181534.19556249998,0.9272329685919889,2.64,-2.52,0.07999999999999999,0.2947,0.2857,110388959.0,30497744.8545
AWEUSDT,168,4401913.392857143,362549.5665174405,1.2387999979191946,4.51,-2.93,0.027639999999999998,0.07408,0.0973,739521450.0,60908327.174930006
CVCUSDT,168,3374849.5,114023.0442639881,0.8617683107839039,2.22,-1.88,0.004909999999999998,0.03382,0.03531,566974716.0,19155871.43635
AGTUSDT,168,15295837.482142856,72480.17167029761,1.915827752149272,12.58,-6.63,0.0011450000000000002,0.004489,0.004654,2569700697.0,12176668.84061
SOONUSDT,168,634154.0238095238,111986.68335833334,1.3472953400759473,10.22,-3.35,0.045899999999999996,0.1698,0.1891,106537876.0,18813762.8042
BUSDT,168,1007406.0,154054.03711190476,1.3306239317559336,5.19,-5.84,0.03310000000000002,0.1434,0.1452,169244208.0,25881078.2348
AUSDT,168,1162137.8214285714,96685.75150535714,0.7057431112212242,2.15,-2.26,0.010599999999999998,0.0838,0.0886,195239154.0,16243206.2529
SOPHUSDT,168,14998663.80357143,145041.51871307738,0.9028679059073571,5.05,-2.53,0.0016810000000000002,0.009782,0.010008,2519775519.0,24366975.143797003
HUMAUSDT,168,12862227.63095238,170628.5512318512,1.124417512290111,4.68,-3.26,0.00196,0.013935,0.013066,2160854242.0,28665596.606951
MERLUSDT,168,9298632.464285715,486283.49740017863,1.6576844919840317,10.14,-4.23,0.01645,0.04895,0.05536,1562170254.0,81695627.56323001
HYPEUSDT,168,548704.07875,16970679.890741605,1.0694096490277727,2.72,-2.59,5.247000000000003,32.736,31.627,92182285.23,2851074221.64459
BDXNUSDT,168,2815714.101190476,33230.72134494047,1.018208057109164,3.15,-3.66,0.0026700000000000005,0.01279,0.01133,473039969.0,5582761.18595
PUFFERUSDT,168,1157474.630952381,37992.267918392856,1.0138614085774644,6.18,-2.62,0.0061300000000000035,0.03305,0.03399,194455738.0,6382701.01029
LAUSDT,168,15347295.955357144,4081564.2973576197,1.4965468474109256,6.11,-5.99,0.09920000000000001,0.287,0.2172,2578345720.5,685702801.9560801
1000000BOBUSDT,168,1551940.0297619049,20174.660407380954,0.7624836145616836,1.81,-2.16,0.0025000000000000005,0.01295,0.01433,260725925.0,3389342.9484400004
TAIKOUSDT,168,498449.13095238095,61510.058904761914,0.7168894488645765,1.95,-1.86,0.019899999999999987,0.1202,0.1302,83739454.0,10333689.896000002
RESOLVUSDT,168,20643081.101190478,1422044.9629358333,2.411216967730001,8.55,-20.73,0.036629999999999996,0.07712,0.06252,3468037625.0,238903553.77322
HOMEUSDT,168,4328463.446428572,121682.66300235713,0.7566371279354471,2.25,-2.02,0.0030580000000000017,0.027236,0.027199,727181859.0,20442687.384395998
SQDUSDT,168,1042793.4404761905,46274.870981428576,0.8687856661150618,2.77,-2.77,0.005269999999999997,0.04442,0.04562,175189298.0,7774178.32488
PUMPBTCUSDT,168,4078882.720238095,71952.91722315476,1.3299907582472505,8.17,-4.45,0.005639999999999999,0.01672,0.01752,685252297.0,12088090.093489999
SPKUSDT,168,4406200.785714285,97024.78573982144,0.7965810174522548,2.5,-1.95,0.0026799999999999984,0.02079,0.02268,740241732.0,16300164.004290001
MYXUSDT,168,323838.6845238095,1227392.6500714284,2.5509737143329336,10.64,-14.47,4.3839999999999995,6.594,2.409,54404899.0,206201965.21199998
FUSDT,168,137121974.29761904,879242.4571691843,1.5975981122924319,14.82,-4.89,0.0017739999999999995,0.005501,0.00645,23036491682.0,147712732.80442297
NEWTUSDT,168,1259182.1547619049,88446.69588678572,0.8618966505241642,2.54,-3.71,0.010770000000000002,0.0693,0.0752,211542602.0,14859044.90898
OLUSDT,168,2181964.630952381,26747.867749464287,0.9442239708806532,3.94,-3.14,0.0026300000000000004,0.01348,0.01277,366570058.0,4493641.78191
HUSDT,168,11730374.714285715,2116795.5574990474,2.272069221165062,12.78,-7.94,0.12330999999999999,0.12254,0.20835,1970702952.0,355621653.65984
ICNTUSDT,168,297671.1011904762,131040.3236482143,1.0082291573084918,4.21,-3.43,0.08899999999999997,0.4087,0.4588,50008745.0,22014774.3729
SAHARAUSDT,168,8458644.404761905,130787.13007833334,0.9427666163629411,2.56,-2.39,0.002270000000000001,0.01522,0.01652,1421052260.0,21972237.85316
BULLAUSDT,168,27650167.785714287,694001.5380138096,1.9155236645913183,11.23,-7.08,0.005390000000000002,0.0249,0.02447,4645228188.0,116592258.38632001
IDOLUSDT,168,5431760.81547619,101763.46223250001,1.5507695034705227,7.9,-5.75,0.006450000000000001,0.02041,0.02235,912535817.0,17096261.65506
MUSDT,168,509554.32738095237,744358.0203940475,2.103405950314006,7.85,-9.9,0.6494,1.6786,1.375,85605127.0,125052147.42619999
PUMPUSDT,168,1674151941.6904762,3357415.068070423,1.068139374992012,2.9,-3.39,0.0003839999999999998,0.001997,0.002124,281257526204.0,564045731.4358311
AINUSDT,168,1617571.4226190476,49391.245209583336,1.3117099547604782,8.54,-3.22,0.008590000000000004,0.02785,0.03503,271751999.0,8297729.1952100005
CROSSUSDT,168,269178.0535714286,27709.587748452384,0.7946730528379315,3.2,-3.14,0.013179999999999997,0.10343,0.10718,45221913.0,4655210.74174
CUSDT,168,793308.744047619,42517.25329291666,0.7441458222048122,2.91,-2.78,0.0053399999999999975,0.05438,0.05514,133275869.0,7142898.55321
ERAUSDT,168,713640.1785714285,112112.53099583334,0.8855566330438248,2.86,-2.31,0.026500000000000024,0.1535,0.1661,119891550.0,18834905.2073
TACUSDT,168,5885973.732142857,25018.314309922618,0.8404474211354241,3.31,-4.04,0.0005579999999999995,0.004255,0.004338,988843587.0,4203076.804067
VELVETUSDT,168,1673707.9583333333,162879.09919452382,1.7389483355755482,5.65,-7.72,0.05425000000000001,0.11818,0.07395,281182937.0,27363688.664680004
TAUSDT,168,1238620.3035714286,45826.07594071428,0.8400203141425967,3.76,-2.19,0.005989999999999995,0.03763,0.0369,208088211.0,7698780.75804
SLPUSDT,168,62783798.446428575,40181.387901783935,0.8365875581880059,2.45,-3.31,7.899999999999997e-05,0.000626,0.0006596,10547678139.0,6750473.167499701
CVXUSDT,168,57484.771428571425,107533.59331666667,1.0017398021273982,2.56,-2.53,0.32499999999999973,1.717,1.961,9657441.6,18065643.6772
ZORAUSDT,168,11035153.767857144,234734.98626744046,0.7189399468205274,2.41,-2.33,0.002870000000000001,0.02194,0.02186,1853905833.0,39435477.69293
TAGUSDT,168,506724919.96428573,161560.02657787618,1.6789343776411976,5.35,-8.11,0.0001449,0.0003223,0.0003779,85129786554.0,27142084.4650832
ESPORTSUSDT,168,262227.9404761905,102801.0112019643,1.2657354436404593,7.5,-5.74,0.09509000000000001,0.43274,0.35233,44054294.0,17270569.88193
TREEUSDT,168,2242028.238095238,156286.9244339881,1.0422919172825915,3.67,-2.59,0.015219999999999997,0.0674,0.0758,376660744.0,26256203.30491
A2ZUSDT,168,33596046.208333336,32246.745149797614,0.7760879919738479,2.1,-2.22,0.00014199999999999998,0.000998,0.000999,5644135763.0,5417453.185165999
TOWNSUSDT,168,16099342.529761905,63415.900027958334,0.8885804828213919,2.11,-4.97,0.0008939999999999998,0.004386,0.00388,2704689545.0,10653871.204697
PLAYUSDT,168,5641078.892857143,315023.14891976194,2.2871433158711114,5.63,-17.13,0.05431,0.08998,0.03804,947701254.0,52923889.018520005
NAORISUSDT,168,33194889.26190476,1050250.9014510121,2.7595448162100573,17.23,-17.03,0.02106,0.02174,0.03018,5576741396.0,176442151.44377002
ALLUSDT,168,143829.72023809524,66775.44165000001,0.5882657329550545,1.74,-1.63,0.04960000000000003,0.4611,0.4924,24163393.0,11218274.1972
INUSDT,168,5193051.601190476,319623.21329065476,1.4490039202818952,6.99,-3.77,0.0175,0.05619,0.06759,872432669.0,53696699.832830004
PROVEUSDT,168,798175.3535714286,261374.52271886906,0.9675795008851826,2.84,-3.4,0.0529,0.328,0.3345,134093459.4,43910919.81677
XNYUSDT,168,52046264.0,276396.2220430179,2.590375189710431,9.41,-6.84,0.0023729999999999992,0.004653,0.006503,8743772352.0,46434565.30322701
CARVUSDT,168,714170.4761904762,46166.08244351191,1.1053730643955928,3.12,-4.67,0.010919999999999992,0.064,0.06962,119980640.0,7755901.85051
AIOUSDT,168,12560756.702380951,1024201.7622100001,3.3466460362644392,24.38,-15.77,0.04565999999999999,0.07253,0.07841,2110207126.0,172065896.05128002
USELESSUSDT,168,7268675.791666667,238399.62044946427,1.4772179814721713,4.44,-3.63,0.00733,0.0325,0.03465,1221137533.0,40051136.23551
SAPIENUSDT,168,2079141.869047619,177430.8753022024,1.0984515827605845,3.81,-2.14,0.01765,0.08131,0.09151,349295834.0,29808387.050770003
DAMUSDT,168,2623888.0714285714,41332.55785755952,1.099408295052439,3.79,-3.38,0.00489,0.0151,0.01807,440813196.0,6943869.72007
XPLUSDT,168,29022668.43452381,2518981.246860714,1.3573097403510306,4.56,-3.26,0.0267,0.0798,0.0977,4875808297.0,423188849.4726
WLFIUSDT,168,37246919.48809524,3908517.8793220236,1.1899871549723318,6.01,-2.58,0.01759999999999999,0.1005,0.1038,6257482474.0,656631003.7261
SOMIUSDT,168,3727074.636904762,674884.936622619,1.2019325221712183,4.01,-3.74,0.044999999999999984,0.1767,0.1949,626148539.0,113380669.35260001
BASUSDT,168,61728614.75595238,278873.6150685119,2.1933163990512874,7.37,-8.95,0.003344,0.003,0.00585,10370407279.0,46850767.33151
MITOUSDT,168,681961.7916666666,29929.944632738097,0.6990232298753255,1.52,-1.62,0.004929999999999997,0.04483,0.04465,114569581.0,5028230.6983
BTRUSDT,168,12957805.607142856,1784909.9600404168,3.0090339309257077,25.33,-9.17,0.08494000000000002,0.08833,0.16653,2176911342.0,299864873.28679
LINEAUSDT,168,321953596.4404762,1146919.942866655,1.7420504674240014,11.05,-4.78,0.001287,0.003293,0.003725,54088204202.0,192682550.40159804
HEMIUSDT,168,11534448.541666666,130255.94760988097,0.9869093487913059,2.72,-2.42,0.0032700000000000003,0.01172,0.0102,1937787355.0,21882999.19846
QUSDT,168,12950924.732142856,254001.70964228574,1.5334506458420933,7.25,-6.47,0.007217000000000001,0.017993,0.020018,2175755355.0,42672287.219904006
TAKEUSDT,168,122808571.46428572,4936247.344018334,4.977285989350922,28.13,-28.04,0.0449,0.01854,0.05574,20631840006.0,829289553.7950801
ARIAUSDT,168,826459.7976190476,56001.27564190476,1.1117072519202418,5.36,-5.01,0.016029999999999996,0.06209,0.06976,138845246.0,9408214.307839999
OPENUSDT,168,1852596.7976190476,315650.30037440476,1.3033599937509674,2.73,-5.91,0.04390000000000002,0.1595,0.1724,311236262.0,53029250.4629
PTBUSDT,168,835417901.8511904,1386081.7848760295,3.0059755234042393,12.73,-12.43,0.0008130000000000001,0.001342,0.001412,140350207511.0,232861739.85917297
FLOCKUSDT,168,1284223.8095238095,78040.0788465476,1.1899847827379935,3.4,-4.02,0.012489999999999994,0.0582,0.06404,215749600.0,13110733.246219998
AVNTUSDT,168,2646764.660714286,516112.7147307738,0.9145378272950029,2.54,-2.47,0.03470000000000001,0.1966,0.2046,444656463.0,86706936.07477
SKYUSDT,168,4700726.101190476,316322.81755226187,0.7955410357957757,2.92,-3.64,0.008390000000000009,0.06334,0.0687,789721985.0,53142233.34878
HOLOUSDT,168,1698633.5297619049,101143.93049470238,0.7610674054680119,1.75,-2.31,0.0076999999999999985,0.06003,0.06273,285370433.0,16992180.32311
XPINUSDT,168,67069495.303571425,114565.43680076784,1.5044642389024403,5.67,-12.06,0.0008550000000000001,0.002192,0.00152,11267675211.0,19246993.382528998
UBUSDT,168,3981712.7678571427,159895.1411107738,1.7889205388915983,8.04,-4.91,0.016330000000000004,0.03338,0.04674,668927745.0,26862383.70661
ZKCUSDT,168,6619798.988095238,656151.2614809524,1.49523771990818,10.03,-4.21,0.032200000000000006,0.0852,0.1015,1112126230.0,110233411.9288
TOSHIUSDT,168,3216937151.0654764,759177.0609369173,2.0489188000542757,11.28,-6.62,9.15e-05,0.0001891,0.0002417,540445441379.0,127541746.23740211
STBLUSDT,168,3799712.505952381,161191.33910339285,1.883170736197582,6.95,-7.6,0.012139999999999998,0.03971,0.04182,638351701.0,27080144.96937
BARDUSDT,168,301385.875,242924.8769166667,0.6599500304030811,2.13,-2.05,0.10870000000000002,0.7623,0.8029,50632827.0,40811379.322000004
0GUSDT,168,4461358.291666667,2839177.1465178574,1.855355675352961,13.04,-10.39,0.2731,0.5203,0.6234,749508193.0,476981760.61500007
ASTERUSDT,168,15541154.535714285,10163517.665189287,1.174139473702708,4.07,-2.2,0.23039999999999994,0.539,0.7158,2610913962.0,1707470967.7518
FLUIDUSDT,168,28506.561309523808,64671.9108702381,0.8582095539187449,2.37,-2.11,0.42799999999999994,2.294,2.367,4789102.3,10864881.0262
TRADOORUSDT,168,602419.5595238095,763396.6724642857,1.7601956195804462,5.1,-7.5,0.30400000000000005,1.19,1.328,101206486.0,128250640.974
BLESSUSDT,168,72179866.9345238,437473.11091129755,2.530252001772195,14.7,-15.39,0.0029070000000000007,0.00489,0.005971,12126217645.0,73495482.63309799
COAIUSDT,168,1096084.6607142857,387697.9522642857,1.8082929863215784,11.63,-5.86,0.17370000000000002,0.3029,0.45,184142223.0,65133255.980399996
MIRAUSDT,168,1295817.3273809524,114622.65482738095,0.8768184818583118,2.0,-3.15,0.014799999999999994,0.0899,0.0943,217697311.0,19256606.011
HANAUSDT,168,4967950.607142857,173546.7215102381,1.5199237115139546,6.5,-8.16,0.007980000000000001,0.03602,0.03574,834615702.0,29155849.21372
AKEUSDT,168,856626899.4226191,242189.45823000176,2.005202383359871,8.66,-9.05,0.00013920000000000002,0.0002057,0.0002772,143913319103.0,40687828.982640296
ORDERUSDT,168,964538.0,55085.63080017857,0.8646210339587187,2.04,-2.55,0.008199999999999999,0.05666,0.06071,162042384.0,9254385.97443
LIGHTUSDT,168,961403.880952381,223810.90937857144,1.3151794739728961,4.78,-3.56,0.03409999999999999,0.2275,0.245,161515852.0,37600232.7756
VFYUSDT,168,1049522.0238095238,19204.330803035715,0.6941191289158433,2.65,-1.84,0.002859999999999998,0.01898,0.01964,176319700.0,3226327.57491
XANUSDT,168,8451403.898809524,65232.08025827381,1.0495334347067924,3.38,-2.61,0.0017499999999999998,0.00745,0.0081,1419835855.0,10958989.48339
FFUSDT,168,2179351.404761905,174917.36807321428,0.6813319089022579,2.5,-2.54,0.006570000000000006,0.07952,0.08039,366131036.0,29386117.8363
TRUTHUSDT,168,22868401.01190476,333807.03249391663,1.6167094395377621,7.41,-8.44,0.004440999999999999,0.013338,0.01507,3841891370.0,56079581.458978
NOMUSDT,168,72197076.71428572,430409.34610988095,1.181885468788949,2.24,-5.85,0.0016880000000000003,0.006024,0.005482,12129108888.0,72308770.14646
EDENUSDT,168,3354010.410714286,107929.98098869047,0.9945006183494047,4.34,-3.01,0.005969999999999996,0.03465,0.03412,563473749.0,18132236.8061
2ZUSDT,168,3784815.1666666665,305466.7146203571,0.9402278373271944,2.54,-2.38,0.025840000000000002,0.09256,0.07917,635848948.0,51318408.056219995
EVAAUSDT,168,113222.96428571429,56437.40404875,0.9424546434278596,3.84,-3.27,0.0978,0.4781,0.5346,19021458.0,9481483.88019
LYNUSDT,168,2337734.363095238,398920.8955039286,1.4329331562008467,6.35,-3.8,0.08792,0.13378,0.2133,392739373.0,67018710.44466001
KGENUSDT,168,414639.8511904762,70958.3412714881,0.9493632101071096,3.41,-3.68,0.024510000000000004,0.1743,0.17631,69659495.0,11921001.33361
4USDT,168,23960238.38095238,234240.17350238096,1.3809355544042365,4.59,-3.41,0.0027800000000000012,0.00998,0.01037,4025320048.0,39352349.1484
GIGGLEUSDT,168,16860.69,521933.5782357143,0.9761355388715622,2.26,-2.89,3.860000000000003,31.46,32.17,2832595.92,87684841.1436
MONUSDT,168,74078197.17261904,1459617.3511597025,1.9498934181206482,17.37,-4.33,0.007869999999999999,0.01779,0.02415,12445137125.0,245215714.99483
YBUSDT,168,1051916.7857142857,185289.31348988094,1.211451477093318,5.63,-3.23,0.051700000000000024,0.1622,0.1721,176722020.0,31128604.6663
METUSDT,168,1049477.4702380951,223684.18711607144,0.7941298749829664,2.35,-2.06,0.0247,0.2082,0.2221,176312215.0,37578943.4355
ENSOUSDT,168,938935.1833333333,1195500.8028014284,1.271370943001187,6.45,-4.82,0.2939999999999998,1.3497,1.1562,157741110.8,200844134.87063998
EULUSDT,168,375343.68511904764,350390.0519547619,1.3895583925750727,5.91,-5.57,0.356,0.873,0.97,63057739.10000001,58865528.7284
CLOUSDT,168,37251114.309523806,3372029.2246697615,3.405575553874975,12.57,-17.82,0.06723000000000001,0.0586,0.08343,6258187204.0,566500909.74452
ZBTUSDT,168,3663609.1785714286,260139.11586279763,1.2540645238799228,3.34,-7.01,0.017600000000000005,0.0648,0.07578,615486342.0,43703371.46495
RECALLUSDT,168,6103130.005952381,315175.1524694643,1.9715677685709574,14.48,-6.88,0.018340000000000002,0.0461,0.05423,1025325841.0,52949425.614870004
LABUSDT,168,338954.02976190473,40711.58527464286,0.7801539054546732,2.79,-1.97,0.022150000000000003,0.12488,0.13223,56944277.0,6839546.32614
币安人生USDT,168,15126704.095238095,1474727.583088155,1.5832474114876427,4.94,-7.36,0.02199000000000001,0.09251,0.10264,2541286288.0,247754233.95881003
RIVERUSDT,168,1019314.4226190476,17290213.212519046,3.116370994340301,10.76,-12.13,12.009,13.173,14.176,171244823.0,2904755819.7032
APRUSDT,168,1627934.9761904762,143273.4135632143,1.8440324522790956,8.95,-6.67,0.03423,0.08077,0.09298,273493076.0,24069933.47862
TURTLEUSDT,168,1236291.1547619049,51397.186992916664,0.690181287991567,2.43,-1.87,0.0054499999999999965,0.04196,0.0426,207696914.0,8634727.41481
BLUAIUSDT,168,21638060.14285714,135711.21320005358,2.010295463184802,6.54,-10.17,0.002706,0.005324,0.00582,3635194104.0,22799483.817609
ONUSDT,168,1453743.4642857143,108919.63828791666,1.488326287338223,5.77,-3.63,0.030299999999999994,0.0658,0.08911,244228902.0,18298499.23237
KITEUSDT,168,13703031.095238095,2595409.018600238,1.7745198228404875,6.0,-4.31,0.1006,0.14411,0.20634,2302109224.0,436028715.12484
ATUSDT,168,1121162.0833333333,179728.38066922617,0.4734896598039501,1.92,-1.69,0.011119999999999991,0.16011,0.15972,188355230.0,30194367.95243
CCUSDT,168,3072931.3571428573,509590.48451660713,0.8468442568286322,3.0,-2.08,0.021699999999999997,0.17206,0.16324,516252468.0,85611201.39879
MMTUSDT,168,1149385.0892857143,148603.5529119048,0.8819342430034316,4.41,-1.79,0.022199999999999998,0.1329,0.1366,193096695.0,24965396.889200002
TRUSTUSDT,168,1303609.0654761905,99284.23857440476,1.131534381411338,4.07,-2.23,0.015399999999999997,0.0712,0.0808,219006323.0,16679752.080500001
UAIUSDT,168,708584.3035714285,167984.5307904762,1.136333491149526,3.55,-4.05,0.044899999999999995,0.2211,0.2407,119042163.0,28221401.1728
FOLKSUSDT,168,143044.60773809525,209001.1463315476,1.5572452106641068,7.99,-8.2,0.371,1.368,1.429,24031494.1,35112192.5837
ALLOUSDT,168,9189089.791666666,672051.2185752976,2.2032677600226647,7.9,-9.58,0.03537,0.0543,0.08145,1543767085.0,112904604.72065
JCTUSDT,168,50324898.61904762,70528.08361847619,1.7768750101864006,10.84,-7.93,0.00043599999999999997,0.001251,0.001466,8454582968.0,11848718.047904
STABLEUSDT,168,78899599.30357143,1649914.9196491844,1.9690001573432914,8.66,-3.97,0.009659000000000001,0.016211,0.023878,13255132683.0,277185706.501063
CLANKERUSDT,168,16067.573154761905,569410.9247130952,2.5755956813468326,13.26,-12.28,15.18,28.55,35.13,2699352.29,95661035.3518
BEATUSDT,168,4417444.547619048,989943.474972619,2.0903356917265885,6.83,-4.92,0.10110000000000002,0.1832,0.2773,742130684.0,166310503.7954
PIEVERSEUSDT,168,562309.7202380953,233473.94101964287,1.0038075342755022,3.11,-4.12,0.08849999999999997,0.4331,0.4235,94468033.0,39223622.0913
IRYSUSDT,168,2956358.738095238,140993.70922179168,1.5162623338087933,9.29,-3.25,0.013850000000000001,0.049441,0.04256,496668268.0,23686943.149261
SENTUSDT,168,66963493.2797619,1741573.224000595,1.1952824873438488,6.68,-3.83,0.00791,0.02867,0.02262,11249866871.0,292584301.6321
BOBUSDT,168,6945379.136904762,48312.1115037619,0.9952314000447411,6.65,-2.46,0.0012250000000000004,0.006765,0.006717,1166823695.0,8116434.732632
RLSUSDT,168,11175818.327380951,58961.58244497025,1.0104956407512051,5.41,-4.86,0.0013310000000000006,0.005742,0.005295,1877537479.0,9905545.850755002
POWERUSDT,168,24870467.98809524,8690672.238126488,3.97344657897858,12.45,-24.65,0.30744000000000005,0.20519,0.27448,4178238622.0,1460032936.00525
WETUSDT,168,1782029.136904762,140822.43281857143,1.2411333304561618,3.39,-6.5,0.021070000000000005,0.07424,0.08498,299380895.0,23658168.713519998
NIGHTUSDT,168,4925131.386904762,256972.68127482146,0.9880736468760736,5.37,-1.66,0.011309999999999994,0.05306,0.05649,827422073.0,43171410.45417
CYSUSDT,168,1026801.9285714285,416640.59091607144,2.0759160728087926,6.09,-7.22,0.1345,0.3725,0.4568,172502724.0,69995619.2739
USUSDT,168,13853474.476190476,57602.11478364286,1.296055110771463,6.49,-4.12,0.0006999999999999997,0.004,0.004369,2327383712.0,9677155.283652
ZKPUSDT,168,40162641.77380952,4179964.9254676783,2.026689918900724,12.03,-3.96,0.055360000000000006,0.07667,0.09145,6747323818.0,702234107.47857
GUAUSDT,168,423547.14285714284,63320.48513244048,1.0417651062696445,3.0,-6.68,0.031170000000000003,0.15575,0.14096,71155920.0,10637841.50225
RAVEUSDT,168,416977.79761904763,150848.6995080357,1.001943817587278,5.92,-2.3,0.04750000000000004,0.35891,0.36477,70052270.0,25342581.51735
LITUSDT,168,814470.6696428572,1238585.3931958333,1.248504094927165,3.69,-3.09,0.41500000000000004,1.642,1.624,136831072.5,208082346.0569
IRUSDT,168,1134380.8035714286,75299.5733872619,1.3903702776021445,4.6,-6.91,0.019240000000000007,0.06092,0.0646,190575975.0,12650328.32906
MAGMAUSDT,168,786310.375,82247.2848332738,1.1103119945599786,2.8,-4.57,0.023400000000000004,0.10057,0.10259,132100143.0,13817543.85199
COLLECTUSDT,168,13146208.82142857,837861.1319246431,3.085768231665362,14.66,-9.76,0.0344,0.05382,0.07942,2208563082.0,140760670.16334003
BREVUSDT,168,6590031.672619048,1057341.910460119,1.6068466596488757,7.72,-7.41,0.0499,0.1415,0.1464,1107125321.0,177633440.95729998
FRAXUSDT,168,545220.125,374412.4326029762,1.0583740761462623,3.33,-4.57,0.1674,0.7498,0.6314,91596981.0,62901288.677300006
ZAMAUSDT,168,162992322.0892857,3367616.1253323215,1.8423721542323146,5.36,-7.92,0.01455,0.029,0.0193,27382710111.0,565759509.05583
FOGOUSDT,168,26201296.708333332,575036.8586610119,1.1476920329181186,4.5,-2.66,0.004740000000000001,0.02375,0.02255,4401817847.0,96606192.25505
ACUUSDT,168,6451104.845238095,745369.239846012,2.8195671748199094,11.86,-9.03,0.05063999999999999,0.09677,0.11809,1083785614.0,125222032.29413001
AIAUSDT,168,3802238.9583333335,452305.1973957143,1.9104463027165037,8.81,-8.51,0.059079999999999994,0.09918,0.1312,638776145.0,75987273.16248
SPORTFUNUSDT,168,2325175.6785714286,78435.01901041667,1.1725712025197508,4.39,-3.19,0.008320000000000001,0.03362,0.03519,390629514.0,13177083.193750001
我踏马来了USDT,168,138559535.48214287,2939566.0848893095,3.4844083833772967,17.48,-17.29,0.011007,0.020647,0.025598,23278001961.0,493847102.261404
SKRUSDT,168,47295169.0297619,1147240.9235283989,1.968584008078755,5.4,-6.79,0.007449000000000001,0.023231,0.023274,7945588397.0,192736475.152771
ELSAUSDT,168,5537298.255952381,474150.2312769047,1.5897827365895085,7.13,-4.56,0.023330000000000004,0.07559,0.08335,930266107.0,79657238.85452
SPACEUSDT,168,254363743.8690476,1551729.7840068273,2.5228267198799172,11.51,-6.14,0.004724000000000001,0.005021,0.00857,42733108970.0,260690603.71314698
BIRBUSDT,168,13100395.047619049,3060928.973903869,1.5362351216582224,4.4,-5.78,0.061350000000000016,0.24711,0.20332,2200866368.0,514236067.61585
FIGHTUSDT,168,159623145.17857143,1170085.117905125,2.557367418192755,10.37,-15.02,0.0027289999999999997,0.006134,0.006323,26816688390.0,196574299.808061
INXUSDT,168,25534278.970238097,325260.9340211488,1.4233497327750142,5.19,-3.03,0.004581,0.011784,0.014681,4289758867.0,54643836.915552996
MEGAUSDT,168,871780.6607142857,111968.42039291667,1.365438918017431,5.39,-3.23,0.024539999999999992,0.13288,0.13028,146459151.0,18810694.62601
GWEIUSDT,168,9734194.69047619,267135.0560752738,1.3166697874557407,4.33,-4.49,0.00476,0.027668,0.026072,1635344708.0,44878689.420646
ESPUSDT,99,37805101.60606061,2617557.9633029294,2.9263470488123526,9.28,-9.47,0.04377,0.08771,0.06015,3742705059.0,259138238.36699
TRIAUSDT,168,114603883.75595239,1929745.938341012,2.914697512185305,9.06,-9.75,0.007929999999999998,0.02014,0.01804,19253452471.0,324197317.64129
AZTECUSDT,79,164468383.65822786,3904074.3011473417,4.99696510295817,13.55,-23.97,0.014930000000000002,0.0203,0.02233,12993002309.0,308421869.79064
